"","age","income","dt_customer","recency","kidhome","teenhome","numdealspurchases","numwebvisitsmonth","totalpurchases","moneyspent","fish_ratio","meat_ratio","sweet_ratio","gold_ratio","fruit_ratio","wine_ratio","web_ratio","catalog_ratio","store_ratio"
"394",53,26954,10,17,1,0,1,7,3,17,0,0.647058823529412,0,0.0588235294117647,0.0588235294117647,0.235294117647059,0.333333333333333,0,0.666666666666667
"397",50,65463,10,17,1,0,2,5,17,562,0.0373665480427046,0.124555160142349,0.0569395017793594,0.0284697508896797,0.0569395017793594,0.695729537366548,0.352941176470588,0.117647058823529,0.529411764705882
"399",53,36230,11,17,1,0,1,5,6,59,0.135593220338983,0.508474576271186,0.0338983050847458,0.0508474576271186,0.0338983050847458,0.23728813559322,0.333333333333333,0,0.666666666666667
"400",74,80763,11,17,0,0,1,3,22,1415,0.135689045936396,0.0763250883392226,0.0296819787985866,0.163250883392226,0.118727915194346,0.476325088339223,0.227272727272727,0.5,0.272727272727273
"401",53,60585,11,17,1,1,10,5,20,736,0.0747282608695652,0.419836956521739,0.0570652173913043,0.0285326086956522,0.0570652173913043,0.362771739130435,0.35,0.2,0.45
"402",50,49166,11,17,0,1,2,6,11,368,0.0190217391304348,0.0679347826086956,0,0.298913043478261,0.00543478260869565,0.608695652173913,0.454545454545455,0.272727272727273,0.272727272727273
"405",62,72828,11,17,0,1,6,7,22,1678,0.0113230035756853,0.140047675804529,0.00834326579261025,0.122169249106079,0,0.718116805721097,0.272727272727273,0.136363636363636,0.590909090909091
"407",46,38557,12,17,1,0,2,7,7,145,0.0275862068965517,0.213793103448276,0.0275862068965517,0.186206896551724,0.0206896551724138,0.524137931034483,0.428571428571429,0.142857142857143,0.428571428571429
"408",61,81300,12,17,0,1,3,5,18,1241,0.0257856567284448,0.116841257050766,0.0096696212731668,0.0290088638195004,0.0096696212731668,0.809024979854956,0.555555555555556,0.166666666666667,0.277777777777778
"409",59,60161,12,17,0,1,3,8,23,1071,0.0429505135387488,0.197945845004669,0.00746965452847806,0.165266106442577,0.0410830999066293,0.545284780578898,0.478260869565217,0.173913043478261,0.347826086956522
"410",47,69389,12,17,0,1,1,4,21,797,0.0865746549560853,0.29861982434128,0.0577164366373902,0.0188205771643664,0.00878293601003764,0.529485570890841,0.333333333333333,0.0952380952380952,0.571428571428571
"411",70,64497,12,17,0,1,5,8,24,1804,0.0232815964523282,0.177383592017738,0.0177383592017738,0.106430155210643,0.0266075388026608,0.648558758314856,0.458333333333333,0.166666666666667,0.375
"412",44,61014,12,17,0,1,4,7,16,1147,0.158674803836094,0.431560592850915,0.037489102005231,0.025283347863993,0.112467306015693,0.234524847428073,0.5625,0.1875,0.25
"413",49,44319,10,18,1,1,2,5,5,37,0,0.216216216216216,0,0.0810810810810811,0,0.702702702702703,0.4,0,0.6
"414",67,53233,10,18,0,1,1,4,4,40,0.075,0.225,0,0,0,0.7,0.25,0,0.75
"416",37,81361,10,18,0,0,1,1,26,778,0.0347043701799486,0.544987146529563,0.083547557840617,0.0976863753213368,0.0295629820051414,0.209511568123393,0.115384615384615,0.384615384615385,0.5
"417",37,81361,10,18,0,0,1,1,26,778,0.0347043701799486,0.544987146529563,0.083547557840617,0.0976863753213368,0.0295629820051414,0.209511568123393,0.115384615384615,0.384615384615385,0.5
"418",40,25707,10,18,1,0,1,7,4,21,0.142857142857143,0.0952380952380952,0.285714285714286,0.142857142857143,0.285714285714286,0.0476190476190476,0.25,0,0.75
"419",53,42403,11,18,1,0,1,8,4,42,0,0.261904761904762,0.119047619047619,0.0714285714285714,0.0238095238095238,0.523809523809524,0.25,0,0.75
"420",52,65704,11,18,0,0,1,1,22,817,0.0465116279069767,0.0905752753977968,0.00979192166462668,0.30110159118727,0.210526315789474,0.341493268053856,0.0909090909090909,0.454545454545455,0.454545454545455
"421",44,37406,11,18,1,0,1,8,3,17,0.117647058823529,0.470588235294118,0.117647058823529,0.176470588235294,0,0.117647058823529,0.333333333333333,0,0.666666666666667
"423",45,54210,11,18,0,1,2,5,12,367,0.217983651226158,0.29700272479564,0.0245231607629428,0.122615803814714,0.147138964577657,0.190735694822888,0.333333333333333,0.0833333333333333,0.583333333333333
"424",57,57136,11,18,0,0,1,6,19,1179,0.0288379983036472,0.508057675996607,0.0101781170483461,0.107718405428329,0.118744698897371,0.2264631043257,0.368421052631579,0.263157894736842,0.368421052631579
"425",49,40794,11,18,0,1,2,7,14,434,0.00921658986175115,0.168202764976959,0.0529953917050691,0.115207373271889,0.0529953917050691,0.601382488479263,0.428571428571429,0.214285714285714,0.357142857142857
"427",64,89058,12,18,0,0,1,2,13,850,0.0364705882352941,0.124705882352941,0.0258823529411765,0.0505882352941176,0.228235294117647,0.534117647058823,0.384615384615385,0.307692307692308,0.307692307692308
"429",50,72099,12,18,0,0,1,1,17,1188,0.10016835016835,0.345117845117845,0,0.0185185185185185,0.0765993265993266,0.45959595959596,0.176470588235294,0.235294117647059,0.588235294117647
"430",53,43824,12,18,1,1,4,8,8,186,0.0645161290322581,0.225806451612903,0.0161290322580645,0.172043010752688,0.00537634408602151,0.516129032258065,0.375,0.125,0.5
"432",46,44359,10,19,1,1,3,3,6,45,0.155555555555556,0.311111111111111,0.0666666666666667,0.0222222222222222,0,0.444444444444444,0.333333333333333,0,0.666666666666667
"433",63,79410,10,19,0,0,1,1,10,1370,0.0897810218978102,0.352554744525547,0.00948905109489051,0.00948905109489051,0.0583941605839416,0.48029197080292,0.3,0.2,0.5
"434",47,55842,10,19,0,1,1,5,16,518,0,0.0752895752895753,0.00772200772200772,0.0463320463320463,0,0.870656370656371,0.4375,0.0625,0.5
"435",58,79946,10,19,0,0,1,3,21,1478,0.112313937753721,0.382273342354533,0.0953991880920162,0.0189445196211096,0.123815967523681,0.267253044654939,0.238095238095238,0.523809523809524,0.238095238095238
"436",45,88194,10,19,0,1,1,5,31,1274,0.157770800627943,0.2425431711146,0.0188383045525903,0.0298273155416013,0.010989010989011,0.540031397174254,0.354838709677419,0.32258064516129,0.32258064516129
"437",80,80184,10,19,0,0,1,3,19,1902,0.0131440588853838,0.352260778128286,0.0199789695057834,0,0.0704521556256572,0.54416403785489,0.31578947368421,0.157894736842105,0.526315789473684
"438",57,76982,10,19,0,0,1,4,15,1062,0.0612052730696798,0.274952919020716,0.0564971751412429,0.0282485875706215,0.142184557438795,0.436911487758945,0.533333333333333,0.2,0.266666666666667
"439",44,65295,11,19,0,0,1,2,19,664,0.0512048192771084,0.176204819277108,0.16566265060241,0.00903614457831325,0.0481927710843374,0.549698795180723,0.157894736842105,0.157894736842105,0.68421052631579
"441",43,29009,11,19,1,0,2,6,5,44,0.227272727272727,0.340909090909091,0.113636363636364,0.0454545454545455,0.136363636363636,0.136363636363636,0.4,0,0.6
"442",53,78931,11,19,0,0,1,1,23,943,0.0615058324496288,0.180275715800636,0.16118769883351,0.0371155885471898,0.208907741251326,0.351007423117709,0.0869565217391304,0.347826086956522,0.565217391304348
"443",49,7500,11,19,1,0,3,5,5,31,0.0967741935483871,0.32258064516129,0.0645161290322581,0.387096774193548,0.032258064516129,0.0967741935483871,0.4,0,0.6
"444",48,56939,11,19,0,1,2,3,16,561,0.160427807486631,0.183600713012478,0.0516934046345811,0.0873440285204991,0.0606060606060606,0.45632798573975,0.1875,0.1875,0.625
"445",34,64509,11,19,0,0,1,4,18,1722,0.0139372822299652,0.333914053426249,0.0145180023228804,0.0447154471544715,0.107433217189315,0.48548199767712,0.333333333333333,0.166666666666667,0.5
"446",34,30093,11,19,0,0,1,7,5,69,0.188405797101449,0.405797101449275,0.0579710144927536,0.231884057971014,0.0869565217391304,0.0289855072463768,0.4,0,0.6
"451",44,43974,12,19,1,0,5,7,16,551,0,0.183303085299456,0,0.130671506352087,0,0.686025408348457,0.375,0.25,0.375
"453",64,87305,12,19,0,0,1,2,16,1152,0.0546875,0.434895833333333,0.119791666666667,0.0694444444444444,0.0217013888888889,0.299479166666667,0.3125,0.1875,0.5
"454",63,16860,12,19,1,1,3,7,5,38,0.0789473684210526,0.105263157894737,0.0789473684210526,0.368421052631579,0.105263157894737,0.263157894736842,0.2,0.2,0.6
"455",52,27213,12,19,1,0,3,8,6,70,0.142857142857143,0.371428571428571,0.128571428571429,0.0428571428571429,0.0428571428571429,0.271428571428571,0.333333333333333,0,0.666666666666667
"456",48,7500,12,19,1,0,5,9,7,71,0.183098591549296,0.169014084507042,0.0985915492957746,0.450704225352113,0,0.0985915492957746,0.571428571428571,0.142857142857143,0.285714285714286
"458",53,38196,10,20,1,1,3,5,6,44,0,0.25,0,0.0681818181818182,0,0.681818181818182,0.333333333333333,0,0.666666666666667
"459",74,41145,10,20,1,1,1,3,3,13,0,0.230769230769231,0,0.0769230769230769,0,0.692307692307692,0,0,1
"460",42,38513,10,20,1,0,5,8,12,324,0.0493827160493827,0.354938271604938,0,0.0555555555555556,0.00925925925925926,0.530864197530864,0.5,0.0833333333333333,0.416666666666667
"461",56,45688,10,20,0,1,2,4,12,306,0,0.0588235294117647,0,0.0294117647058824,0,0.911764705882353,0.25,0.0833333333333333,0.666666666666667
"463",55,42169,11,20,1,1,2,8,4,30,0,0.3,0,0.0666666666666667,0,0.633333333333333,0.25,0,0.75
"464",60,45906,11,20,0,1,2,5,13,486,0.00823045267489712,0.0555555555555556,0.00617283950617284,0.296296296296296,0.00617283950617284,0.627572016460905,0.384615384615385,0.307692307692308,0.307692307692308
"465",36,35388,11,20,1,0,1,7,4,32,0.125,0.21875,0.09375,0.25,0.125,0.1875,0.25,0,0.75
"466",55,80952,11,20,0,0,1,8,24,1757,0.0233352305065452,0.392145702902675,0.0153671030165054,0.0250426863972681,0.101309049516221,0.442800227660785,0.333333333333333,0.208333333333333,0.458333333333333
"469",51,44051,11,20,1,1,4,6,8,171,0.0350877192982456,0.339181286549708,0.0175438596491228,0.105263157894737,0.0409356725146199,0.461988304093567,0.375,0.125,0.5
"470",70,86718,11,20,0,0,1,2,16,1270,0.0393700787401575,0.379527559055118,0.0259842519685039,0.135433070866142,0.148818897637795,0.270866141732283,0.3125,0.375,0.3125
"471",38,80141,11,20,0,0,1,6,21,2091,0.0248684839789574,0.321855571496891,0.0191296030607365,0.0191296030607365,0.048780487804878,0.5662362505978,0.333333333333333,0.19047619047619,0.476190476190476
"472",48,58597,12,20,1,1,12,7,20,733,0.0136425648021828,0.251023192360164,0.0381991814461119,0.0286493860845839,0,0.668485675306958,0.35,0.2,0.45
"473",79,70356,12,20,0,0,2,6,25,1706,0.0252051582649472,0.145955451348183,0.00937866354044549,0.0193434935521688,0.00937866354044549,0.79073856975381,0.4,0.24,0.36
"474",57,46904,12,20,1,1,4,8,10,253,0,0.221343873517787,0.0355731225296443,0.122529644268775,0.0158102766798419,0.604743083003953,0.5,0.1,0.4
"477",60,61839,12,20,0,0,1,8,16,1895,0.11820580474934,0.2,0.00897097625329815,0.0633245382585752,0.0817941952506596,0.527704485488127,0.25,0.5,0.25
"478",52,29791,10,21,1,0,2,5,5,20,0,0.3,0,0,0,0.7,0.4,0,0.6
"479",61,48918,10,21,1,1,2,4,5,62,0,0.145161290322581,0,0.0161290322580645,0,0.838709677419355,0.2,0,0.8
"480",61,48918,10,21,1,1,2,4,5,62,0,0.145161290322581,0,0.0161290322580645,0,0.838709677419355,0.2,0,0.8
"481",59,58692,10,21,0,1,1,7,14,395,0.010126582278481,0.154430379746835,0.0177215189873418,0.0278481012658228,0.0278481012658228,0.762025316455696,0.571428571428571,0.142857142857143,0.285714285714286
"482",48,39356,10,21,1,1,1,6,3,23,0,0.0869565217391304,0,0.260869565217391,0,0.652173913043478,0.333333333333333,0,0.666666666666667
"483",52,76234,10,21,0,1,1,3,22,907,0.143329658213892,0.18412348401323,0,0.0452039691289967,0.0551267916207277,0.572216097023153,0.363636363636364,0.136363636363636,0.5
"484",40,55434,11,21,1,0,3,4,21,882,0.191609977324263,0.243764172335601,0.0782312925170068,0.0861678004535147,0.130385487528345,0.26984126984127,0.238095238095238,0.142857142857143,0.619047619047619
"485",78,66835,11,21,0,0,1,2,23,1033,0.0329138431752178,0.188770571151985,0.0164569215876089,0.13649564375605,0.0251694094869313,0.600193610842207,0.260869565217391,0.173913043478261,0.565217391304348
"486",78,66835,11,21,0,0,1,2,23,1033,0.0329138431752178,0.188770571151985,0.0164569215876089,0.13649564375605,0.0251694094869313,0.600193610842207,0.260869565217391,0.173913043478261,0.565217391304348
"487",73,71965,11,21,0,1,3,3,14,1213,0.0412201154163232,0.235779060181369,0.0313272877164056,0.204451772464963,0.0156636438582028,0.471558120362737,0.428571428571429,0.214285714285714,0.357142857142857
"489",70,50002,11,21,0,1,2,7,17,638,0.0329153605015674,0.11128526645768,0.0250783699059561,0.128526645768025,0.00783699059561128,0.69435736677116,0.470588235294118,0.117647058823529,0.411764705882353
"496",48,65991,12,21,0,1,3,7,24,971,0.0257466529351184,0.374871266735324,0.0484037075180227,0.00926879505664264,0.01956745623069,0.522142121524202,0.375,0.208333333333333,0.416666666666667
"497",52,38808,12,21,1,0,4,8,10,246,0.0121951219512195,0.211382113821138,0.0772357723577236,0.121951219512195,0.0691056910569106,0.508130081300813,0.5,0.1,0.4
"498",42,160803,12,21,0,0,15,0,29,1717,0.0099009900990099,0.944670937682003,0.0017472335468841,0.0023296447291788,0.0093185789167152,0.0320326150262085,0,0.96551724137931,0.0344827586206897
"499",46,43783,10,22,1,0,6,7,16,629,0.0397456279809221,0.19872813990461,0.00635930047694754,0.220985691573927,0.014308426073132,0.519872813990461,0.4375,0.0625,0.5
"500",55,30396,10,22,1,0,2,7,4,34,0,0.176470588235294,0.0294117647058824,0.352941176470588,0,0.441176470588235,0.25,0.25,0.5
"501",60,65526,10,22,0,1,1,2,16,506,0.0237154150197628,0.136363636363636,0,0.0177865612648221,0.0375494071146245,0.784584980237154,0.25,0.25,0.5
"502",60,65526,10,22,0,1,1,2,16,506,0.0237154150197628,0.136363636363636,0,0.0177865612648221,0.0375494071146245,0.784584980237154,0.25,0.25,0.5
"503",80,55956,10,22,0,0,2,4,14,999,0.05005005005005,0.104104104104104,0.00900900900900901,0.038038038038038,0.038038038038038,0.760760760760761,0.5,0.214285714285714,0.285714285714286
"504",46,55563,10,22,0,1,1,3,5,43,0.0465116279069767,0.209302325581395,0,0.0465116279069767,0.0232558139534884,0.674418604651163,0.4,0,0.6
"505",59,57236,10,22,1,1,3,3,7,121,0.0165289256198347,0.0743801652892562,0.00826446280991736,0.0330578512396694,0,0.867768595041322,0.285714285714286,0.142857142857143,0.571428571428571
"506",51,89694,11,22,1,1,3,5,11,1472,0.0251358695652174,0.143342391304348,0.0190217391304348,0.0285326086956522,0.0190217391304348,0.764945652173913,0.363636363636364,0.272727272727273,0.363636363636364
"508",52,33622,11,22,1,1,3,7,6,81,0.037037037037037,0.271604938271605,0.0493827160493827,0.148148148148148,0.0123456790123457,0.481481481481481,0.333333333333333,0,0.666666666666667
"509",38,29999,11,22,1,0,4,8,8,160,0.0625,0.36875,0.03125,0.06875,0.04375,0.425,0.375,0.125,0.5
"512",44,36802,10,23,1,0,1,5,4,20,0,0.1,0,0.05,0.05,0.8,0.25,0,0.75
"513",56,61671,10,23,0,1,8,8,20,732,0,0.0765027322404372,0,0.0382513661202186,0.00956284153005465,0.87568306010929,0.5,0.2,0.3
"516",38,45921,10,23,0,0,1,4,9,199,0.120603015075377,0.246231155778894,0.0150753768844221,0.0603015075376884,0.0452261306532663,0.512562814070352,0.222222222222222,0.111111111111111,0.666666666666667
"518",64,98777,10,23,0,0,0,1,19,2008,0.0622509960159363,0.354083665338645,0.0572709163346614,0.0189243027888446,0.00946215139442231,0.49800796812749,0.210526315789474,0.31578947368421,0.473684210526316
"519",64,98777,10,23,0,0,0,1,19,2008,0.0622509960159363,0.354083665338645,0.0572709163346614,0.0189243027888446,0.00946215139442231,0.49800796812749,0.210526315789474,0.31578947368421,0.473684210526316
"520",72,77027,10,23,0,1,2,4,17,1175,0.0382978723404255,0.205957446808511,0,0.00936170212765958,0.0485106382978723,0.697872340425532,0.470588235294118,0.176470588235294,0.352941176470588
"521",59,69139,10,23,0,1,1,4,10,227,0.145374449339207,0.330396475770925,0.066079295154185,0.026431718061674,0.052863436123348,0.378854625550661,0.4,0.1,0.5
"522",59,69139,10,23,0,1,1,4,10,227,0.145374449339207,0.330396475770925,0.066079295154185,0.026431718061674,0.052863436123348,0.378854625550661,0.4,0.1,0.5
"523",42,65169,10,23,0,0,1,6,27,1189,0,0.0580319596299411,0,0.0386879730866274,0,0.903280067283431,0.37037037037037,0.148148148148148,0.481481481481481
"524",72,40049,11,23,0,1,1,6,4,32,0,0.21875,0.09375,0.09375,0.1875,0.40625,0.25,0,0.75
"525",79,69755,11,23,0,0,1,1,21,894,0.124161073825503,0.417225950782998,0.0257270693512304,0.104026845637584,0.0861297539149888,0.242729306487696,0.142857142857143,0.285714285714286,0.571428571428571
"527",63,54456,11,23,0,1,3,6,14,404,0.0247524752475248,0.0668316831683168,0,0.0371287128712871,0,0.871287128712871,0.428571428571429,0.0714285714285714,0.5
"529",73,60689,11,23,0,1,4,3,18,639,0.0985915492957746,0.338028169014085,0.00938967136150235,0.0375586854460094,0.140845070422535,0.375586854460094,0.222222222222222,0.222222222222222,0.555555555555556
"530",46,26487,11,23,1,0,3,5,6,69,0.173913043478261,0.144927536231884,0.202898550724638,0.333333333333333,0.115942028985507,0.0289855072463768,0.333333333333333,0.166666666666667,0.5
"531",54,28164,11,23,1,0,3,7,6,78,0.141025641025641,0.333333333333333,0.102564102564103,0.153846153846154,0.230769230769231,0.0384615384615385,0.333333333333333,0,0.666666666666667
"532",54,22585,11,23,0,0,1,9,4,81,0.160493827160494,0.185185185185185,0.0246913580246914,0.481481481481481,0.111111111111111,0.037037037037037,0.25,0.25,0.5
"533",53,64795,11,23,0,1,3,2,18,680,0.0558823529411765,0.175,0.0426470588235294,0.113235294117647,0.00735294117647059,0.605882352941176,0.166666666666667,0.166666666666667,0.666666666666667
"534",37,42000,11,23,0,0,2,5,18,653,0.130168453292496,0.408882082695253,0.0903522205206738,0.0535987748851455,0.127105666156202,0.18989280245023,0.277777777777778,0.111111111111111,0.611111111111111
"535",37,42000,11,23,0,0,2,5,18,653,0.130168453292496,0.408882082695253,0.0903522205206738,0.0535987748851455,0.127105666156202,0.18989280245023,0.277777777777778,0.111111111111111,0.611111111111111
"537",78,82800,12,23,0,0,1,3,25,1315,0.0448669201520913,0.0874524714828897,0.0517110266159696,0.0342205323193916,0.0167300380228137,0.765019011406844,0.28,0.24,0.48
"538",78,82800,12,23,0,0,1,3,25,1315,0.0448669201520913,0.0874524714828897,0.0517110266159696,0.0342205323193916,0.0167300380228137,0.765019011406844,0.28,0.24,0.48
"539",49,30801,12,23,0,1,2,7,4,45,0.333333333333333,0.111111111111111,0.0444444444444444,0.244444444444444,0.0888888888888889,0.177777777777778,0.25,0,0.75
"540",50,83891,10,24,0,1,1,1,21,816,0.136029411764706,0.428921568627451,0.104166666666667,0.0183823529411765,0.0465686274509804,0.26593137254902,0.19047619047619,0.333333333333333,0.476190476190476
"541",74,38054,10,24,1,1,2,7,5,45,0.0444444444444444,0.377777777777778,0.0222222222222222,0,0.0444444444444444,0.511111111111111,0.4,0,0.6
"542",55,14045,10,24,1,0,1,7,4,20,0.1,0.25,0.05,0.05,0,0.55,0.25,0,0.75
"543",67,44155,10,24,1,1,1,4,4,46,0,0.195652173913043,0,0.304347826086957,0.0217391304347826,0.478260869565217,0.25,0.25,0.5
"544",54,57642,10,24,0,1,3,4,19,679,0.0117820324005891,0.085419734904271,0,0.0397643593519882,0.00883652430044183,0.85419734904271,0.368421052631579,0.31578947368421,0.31578947368421
"545",47,31353,11,24,1,1,2,8,4,31,0.0967741935483871,0.32258064516129,0.032258064516129,0.225806451612903,0,0.32258064516129,0.25,0.25,0.5
"546",47,31353,11,24,1,1,2,8,4,31,0.0967741935483871,0.32258064516129,0.032258064516129,0.225806451612903,0,0.32258064516129,0.25,0.25,0.5
"547",56,41335,11,24,1,0,3,7,9,187,0.0855614973262032,0.112299465240642,0.0748663101604278,0.0267379679144385,0.101604278074866,0.598930481283422,0.444444444444444,0.111111111111111,0.444444444444444
"548",56,41335,11,24,1,0,3,7,9,187,0.0855614973262032,0.112299465240642,0.0748663101604278,0.0267379679144385,0.101604278074866,0.598930481283422,0.444444444444444,0.111111111111111,0.444444444444444
"549",67,40737,11,24,2,1,1,8,3,17,0,0.235294117647059,0,0.117647058823529,0,0.647058823529412,0.333333333333333,0,0.666666666666667
"551",75,35946,11,24,1,1,1,5,3,11,0,0.272727272727273,0,0,0,0.727272727272727,0,0,1
"552",41,36262,11,24,0,0,1,6,11,426,0.150234741784038,0.126760563380282,0.0657276995305164,0.359154929577465,0.0915492957746479,0.206572769953052,0.272727272727273,0.454545454545455,0.272727272727273
"553",70,44551,11,24,0,1,2,7,10,285,0,0.115789473684211,0,0.231578947368421,0.0140350877192982,0.63859649122807,0.4,0.1,0.5
"558",75,48150,11,24,0,1,3,7,10,266,0.0112781954887218,0.146616541353383,0.0075187969924812,0.176691729323308,0.0075187969924812,0.650375939849624,0.5,0.1,0.4
"559",55,56796,11,24,0,1,3,7,24,1001,0.0619380619380619,0.160839160839161,0.046953046953047,0.036963036963037,0.037962037962038,0.655344655344655,0.333333333333333,0.375,0.291666666666667
"560",55,56796,11,24,0,1,3,7,24,1001,0.0619380619380619,0.160839160839161,0.046953046953047,0.036963036963037,0.037962037962038,0.655344655344655,0.333333333333333,0.375,0.291666666666667
"561",61,52278,11,24,0,1,6,8,25,1198,0,0.0592654424040067,0,0.145242070116861,0,0.795492487479132,0.4,0.2,0.4
"562",61,52278,11,24,0,1,6,8,25,1198,0,0.0592654424040067,0,0.145242070116861,0,0.795492487479132,0.4,0.2,0.4
"563",28,7500,12,24,0,0,3,9,7,122,0.122950819672131,0.114754098360656,0.180327868852459,0.40983606557377,0.147540983606557,0.0245901639344262,0.428571428571429,0.142857142857143,0.428571428571429
"564",72,33444,12,24,1,1,1,8,3,18,0,0.444444444444444,0,0.111111111111111,0,0.444444444444444,0.333333333333333,0,0.666666666666667
"565",51,20895,12,24,1,0,1,9,5,45,0.0666666666666667,0.377777777777778,0,0.0888888888888889,0.0666666666666667,0.4,0.4,0,0.6
"567",46,88097,12,24,1,0,1,9,19,844,0,0.568720379146919,0.149289099526066,0.0888625592417062,0,0.193127962085308,0.31578947368421,0.263157894736842,0.421052631578947
"568",51,59041,10,25,1,1,2,5,6,96,0.0208333333333333,0.15625,0.0208333333333333,0.0625,0.0208333333333333,0.71875,0.333333333333333,0,0.666666666666667
"569",50,43322,10,25,0,0,1,7,7,141,0.0709219858156028,0.340425531914894,0.0141843971631206,0.127659574468085,0.049645390070922,0.397163120567376,0.428571428571429,0,0.571428571428571
"572",65,34242,10,25,0,1,1,5,3,15,0,0.266666666666667,0,0.0666666666666667,0.133333333333333,0.533333333333333,0,0,1
"573",69,65210,10,25,0,1,2,6,20,731,0,0.0957592339261286,0.00957592339261286,0.0383036935704514,0,0.856361149110807,0.45,0.15,0.4
"574",66,50520,10,25,0,1,2,6,7,135,0.0148148148148148,0.0444444444444444,0.00740740740740741,0.103703703703704,0,0.82962962962963,0.428571428571429,0.142857142857143,0.428571428571429
"575",54,90765,10,25,0,0,0,1,15,1724,0.0875870069605569,0.470997679814385,0.0475638051044084,0.0191415313225058,0.0574245939675174,0.317285382830626,0.266666666666667,0.4,0.333333333333333
"576",80,80589,10,25,0,0,1,1,20,1428,0.169467787114846,0.364145658263305,0.0280112044817927,0.0182072829131653,0.0651260504201681,0.355042016806723,0.25,0.5,0.25
"577",66,49572,11,25,1,1,2,7,5,54,0,0.296296296296296,0.0185185185185185,0.0185185185185185,0.0185185185185185,0.648148148148148,0.4,0,0.6
"579",53,44635,11,25,1,1,2,7,5,68,0,0.132352941176471,0,0.0441176470588235,0,0.823529411764706,0.4,0,0.6
"580",60,58512,11,25,0,1,5,8,15,1171,0.0111016225448335,0.0862510674637062,0,0.129803586678053,0.0085397096498719,0.764304013663535,0.2,0.266666666666667,0.533333333333333
"581",72,62000,11,25,0,1,1,4,25,1020,0,0.0990196078431373,0,0.0196078431372549,0,0.881372549019608,0.24,0.24,0.52
"582",68,54252,11,25,1,1,5,6,10,264,0.0303030303030303,0.0984848484848485,0.0151515151515152,0.166666666666667,0.0151515151515152,0.674242424242424,0.4,0.1,0.5
"584",45,60474,11,25,0,1,7,7,24,1180,0.198305084745763,0.256779661016949,0.0076271186440678,0.14406779661017,0.16864406779661,0.224576271186441,0.416666666666667,0.0833333333333333,0.5
"585",45,60474,11,25,0,1,7,7,24,1180,0.198305084745763,0.256779661016949,0.0076271186440678,0.14406779661017,0.16864406779661,0.224576271186441,0.416666666666667,0.0833333333333333,0.5
"586",43,56337,11,25,1,1,5,8,17,724,0.0386740331491713,0.198895027624309,0.0069060773480663,0.251381215469613,0.0220994475138122,0.482044198895028,0.470588235294118,0.294117647058824,0.235294117647059
"589",49,92163,12,25,0,0,0,2,21,2086,0.0508149568552253,0.382070949185043,0.0781399808245446,0.00958772770853308,0.0877277085330777,0.391658676893576,0.238095238095238,0.523809523809524,0.238095238095238
"592",38,8940,12,25,1,0,3,8,7,101,0.0396039603960396,0.0297029702970297,0.0594059405940594,0.415841584158416,0.445544554455446,0.0099009900990099,0.428571428571429,0.142857142857143,0.428571428571429
"593",50,26751,10,26,2,0,1,8,3,11,0,0.454545454545455,0.272727272727273,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.333333333333333,0,0.666666666666667
"594",46,71427,10,26,2,0,2,4,18,614,0.0244299674267101,0.288273615635179,0.104234527687296,0.0374592833876222,0.200325732899023,0.345276872964169,0.444444444444444,0.111111111111111,0.444444444444444
"596",50,19346,10,26,1,0,1,8,4,22,0.136363636363636,0.409090909090909,0.272727272727273,0.0909090909090909,0,0.0909090909090909,0.25,0,0.75
"597",49,56243,11,26,1,2,6,5,14,396,0.0101010101010101,0.0883838383838384,0.00757575757575758,0.0176767676767677,0,0.876262626262626,0.285714285714286,0.142857142857143,0.571428571428571
"598",54,59892,11,26,0,1,1,3,6,87,0,0.149425287356322,0.0114942528735632,0,0,0.839080459770115,0.333333333333333,0.166666666666667,0.5
"600",38,25252,11,26,1,0,1,8,3,18,0.111111111111111,0.222222222222222,0.111111111111111,0.333333333333333,0.166666666666667,0.0555555555555556,0.333333333333333,0,0.666666666666667
"601",49,42160,11,26,1,1,4,6,7,140,0.0214285714285714,0.321428571428571,0.107142857142857,0.142857142857143,0.0642857142857143,0.342857142857143,0.285714285714286,0.142857142857143,0.571428571428571
"602",45,15862,11,26,1,0,1,8,4,36,0.305555555555556,0.111111111111111,0.25,0.277777777777778,0.0277777777777778,0.0277777777777778,0.25,0,0.75
"603",50,82584,11,26,0,0,1,1,15,1435,0.0202090592334495,0.0717770034843206,0.0634146341463415,0.0473867595818815,0.0473867595818815,0.749825783972125,0.2,0.266666666666667,0.533333333333333
"604",35,38360,11,26,1,0,2,3,7,131,0.152671755725191,0.320610687022901,0.16030534351145,0.0763358778625954,0.0152671755725191,0.274809160305344,0.285714285714286,0.142857142857143,0.571428571428571
"605",67,75283,11,26,1,2,11,4,14,1019,0.0117762512266928,0.176643768400393,0.0186457311089303,0.0647693817468106,0.00883218842001963,0.719332679097154,0.428571428571429,0.214285714285714,0.357142857142857
"607",72,61823,11,26,0,1,4,7,20,884,0.0418552036199095,0.15158371040724,0.0158371040723982,0.191176470588235,0.0079185520361991,0.591628959276018,0.4,0.1,0.5
"608",68,90226,12,26,0,0,1,2,23,2352,0.107568027210884,0.27593537414966,0.0642006802721088,0.0459183673469388,0.0459183673469388,0.460459183673469,0.173913043478261,0.304347826086957,0.521739130434783
